Product Title,Description,Price,Image Source
Ikea Lack tv stand/coffee table,Used in good condition. 58.5L x 22W x 14H,$40,https://images.craigslist.org/00t0t_lDpCR2eDMN7_0CI0t2_600x450.jpg
Ikea side table,"It has some cosmetic blemish pictured.
18W x 18L x 17H",$5,https://images.craigslist.org/00L0L_aoCB7PzFRKm_0t20CI_600x450.jpg
Extra storage space,"Call  
 no emails",$40,https://images.craigslist.org/00m0m_fOtx4Ttxja2_0CI0t2_600x450.jpg
White desk,Used in good condition besides some minor marks on top pictured. 39W x 20D x 30H,$40,https://images.craigslist.org/00707_cAPiIGs4m2k_0CI0t2_600x450.jpg
4 outdoor patio chairs,Super comfy chairs that rock and recline back. Message me if you’re interested.,$350,https://images.craigslist.org/00O0O_j2Nz6T5TwsE_0CI0t2_600x450.jpg
Tall solid wood dresser,"Used in good condition however it has cosmetic blemishes pictured.
All drawers slide well. 35W x 17D x 49H",$120,https://images.craigslist.org/00e0e_is9DoFUuNqk_0t20CI_600x450.jpg
Solid wood dresser,Used in good condition with some minor cosmetic blemishes pictured. All drawers slide smoothly. 59L x 32H x 17D,$120,https://images.craigslist.org/00e0e_bVULEj9uk9Y_0CI0t2_600x450.jpg
Solid wood nightstand with usb charger,One available. There are some cosmetic blemishes but it’s very well made and fully functional. There is also a usb port for charging your phones. 23W x 16D x 26H,$45,https://images.craigslist.org/01616_eGwPKx4Hg4G_0t20CI_600x450.jpg
Queen mattress and bed frame,"Firm mattress and bed frame. Bought in 2020. Used half time or less since then. In great shape. Paid over $600 but can’t remember exactly. From Mancini’s Sleep World. Shasta brand. Like this link:

http://redtag4u.com/index.php?route=product/product&product_id=2065",$200,https://images.craigslist.org/00s0s_e7q9aQyBItB_0CI0t2_600x450.jpg
Free Large Solid Wood Desk with Drawer,"Free large solid wood desk with drawer. Roughly 29 inches tall, 60 inches wide, and 20 inches deep. Has some scratches and wear and tear but can be sanded or refinished. Sturdy but not excessively heavy. Feel free to message with any questions!",,https://images.craigslist.org/00808_c7E1iZSnzZv_0CI0t2_600x450.jpg
~Chest of Drawers~Brand New**,"Bedroom Chest- $399

This contemporary five-drawer chest adds a twist to the typical two-tone look. It features a modern glam design. The chest features a white and silver finish that brightens up any modern home. The drawers are adorned with lustrous chrome bling horizontal pulls, with the top drawers lined in black felt to protect your valuables. Exquisite bun feet put the finishing touches on this glam showpiece. 

Width: 33 in Depth: 16.5 in Height: 50.75 in

~Call or text nine two five, nine zero five, one nine eight five
~Can deliver for $50-$75",$399,https://images.craigslist.org/00A0A_9FU96sH55Xhz_05b07g_600x450.jpg
Unique 4 drawer Dresser,"Unique 4 drawer dresser
Paid $900 for it. 
Was only rarely used in our guest room.
sort of looks like elephant skin pattern to me.
23"" wide at top x 44"" tall
drawers are about 17"" wide x 8"" tall x 4 drawers

staging, guess room. dresser, storage, bedroom furniture",$643,https://images.craigslist.org/00j0j_1FJQ3TJ49ai_0lM0CI_600x450.jpg
Large Open Shelve Desk with 3 Drawers and a Cabinet!,"L Shaped Desk- $299

This L-shaped office desk has a sleek design that looks great in an office or library. Large, open shelves combine with three convenient drawers for lots of storage space. The three drawers include a file cabinet that can hold legal size files for your convenience. Crafted from materials of the highest quality, this desk provides a sturdy space to work productively.

Width: 60.00 Depth: 47.25 Height: 29.50 

~Call or text nine two five, nine zero five, one nine eight five 

~Can deliver for $75-$99 depending on the area",$299,https://images.craigslist.org/00H0H_khOEYgtscaw_0j60iK_600x450.jpg
Brand New Fireplace Screen,"I have this extra brand new elegant fireplace for sale. Original price is about $145-$170!
You save at least $60-85 with no the tax!
Please email me if interested!",$85,https://images.craigslist.org/00u0u_fklAb0HiQnQ_0CI0wd_600x450.jpg
FREE RECLINING SOFA MICRO-SUEDE (Curb Pickup),Free reclining sofa couch. Ashley Furniture both sides recline. One better than the other. 88” wide. Curb pickup Eugene Ct concord Ca 94518. If add is up it’s still available,,https://images.craigslist.org/00X0X_izPlq69iCEa_0CI0t2_600x450.jpg
Sofa Bed In rich turquoise blue woven fabric!,"Sofa Bed- $399

 Add a pleasing pop of color to your living room or den. This charming sofa bed is upholstered with a soft, woven fabric in a stunning shade of turquoise blue. A biscuit-tufted seat and back give it a touch of updated glamour. With a soft, fuzzy white accent pillow attached, it exudes exquisite comfort. Constructed from solid hardwood, this sturdy sofa bed provides hours and hours of cozy relaxation.

~Call or text nine two five, nine zero five, one nine eight five

~Can deliver for $50-$75",$399,https://images.craigslist.org/00j0j_9RKYuqlN1Oa_0ew0bC_600x450.jpg
Ikea Desk/Dinning Table at 50% Off,"Selling top rated IKEA KULLABERG desk at 50% discount: https://www.ikea.com/us/en/p/kullaberg-desk-pine-80499444/
Original price $230. Can be used as a computer desk or a dinning table.Very new with hardly any signs of wear and tear. Looks great in a modern setting.

43 1/4 ""W X 27 1/2 ""D X 29 1/2 ""H

Pick up only, needs to be picked up today or tomorrow as I am moving out.",$120,https://images.craigslist.org/00606_1s8oQV3TzQi_0Cz0t2_600x450.jpg
IKEA KALLAX WHITE,"New price 119,99$+ Tax",$30,https://images.craigslist.org/00o0o_kXPzLkt44da_0jq0g3_600x450.jpg
Rug - New Zealand Wool,"Virgin New Zealand wool floor rug. 
Off-white color. 
Premium edging.
Purchased brand new in 2020 for $1900.
Has two very faint green tea stains.
The divots seen in the photo are from where the furniture sat, and will disappear with time. 
Priced to sell!
Pick-up only. 
Cash or Venmo accepted.",$300,https://images.craigslist.org/00c0c_aJDhOoPsHht_0CI0t2_600x450.jpg
"Beautiful Thomas Kinkade like painting. Large 53.5"" x 41.5"" w/frame","Kinkade inspired.  Similar to Julianne's Cottage.  
Like new as the day I purchased it.  
Gorgeous painting but I have moved.  Hanging now in my office at work, and actually fits quite well, but I should still let it go to a new home.  
Painter signed ""William"".  
With frame, outside measurements are approx. 53.5"" x 41.5""
This is NOT a genuine Kinkade.  
I am located near Lawrence Expressway and Tasman in Sunnyvale.
Price reduced $550.00",$550,https://images.craigslist.org/00m0m_6gvI8FjhdcY_0CI0sV_600x450.jpg
Metal Lockers 6 Door Tan Gym Locker,"Metal Lockers 6 Door Tan Gym Locker

Minor scratches and dings, all doors operate smoothly.  Each compartment individually keyed.

Super clean inside.

15"" deep, 12"" wide, 78"" tall.

Heavy duty construction. Made in the USA, not a cheap import.

Pick up available 7 days a week by appointment, Cash or Credit Card accepted. Price Firm.

Loading assistance provided.  East Bay delivery available at minimum cost

Please feel free to ask any questions you may have, Thanks!",$120,https://images.craigslist.org/00k0k_6u19YRd04c_0CI0t2_600x450.jpg
Herman Miller stack chairs black metal arms gray fabric,"Excellent, high quantity stacking chairs.   
Have 2.  Both $150.00

Also one single chair available, office master brand.  Price tbd",$150,https://images.craigslist.org/00S0S_iPvAnDsQ1kw_0lG0t2_600x450.jpg
Office arm chair guest chair - like new,"This chair is excellent like new condition.  
Great for entry, office or any where a nice guest chair is needed.   
One only.
Wood and faux leather.",$100,https://images.craigslist.org/00K0K_eNLQeM1nsiV_0lG0t2_600x450.jpg
Steelcase Tanker Chair  Large Selection of Chairs,"Large selection of Steelcase Tanker Chairs in very good condition.  Includes McDowell-Craig and other makers.

Side Chairs - $75
Arm Chairs - $100 - $150
Rolling Arm Chairs - $195

Inspection and Pick-up available any day by appointment, Cash or Credit Card. (Square)

Please feel free to ask any questions you may have, Thanks!",$75,https://images.craigslist.org/00J0J_17Vd1bbzzWn_0CI0t2_600x450.jpg
"EQ3 Sofa, 75""","I’ve finally come to terms with this couch being the wrong color with my rug and rest of the room, and it’s time for me to move on.

I’m the second owner, and have had it completely covered in a quilt for a few years, in an attempt to lighten the room. It didn’t look great, I’ll say that, but it did make for effectively zero wear on the sofa/couch during my time with it.

There are a couple of small holes on the seat that look weirdly like cig burns but when I bought the couch, neither the house nor the piece had any kind of smoke smell.

Otherwise, this thing is very comfortable, has nice lines and a pleasant visual texture, but ultimately isn’t right for my room.

I’m selling pretty discounted due to the two 1cm holes, as mentioned and as pictured. For a lot of people, it’s a nonstart, and for a lot of other people, it’s a nonissue.

Feel free to email me questions or reasonable (please) offers. Delivery could happen, priced appropriately.

Thanks,
Alex",$400,https://images.craigslist.org/01414_f9PghEdrN1q_0CI0t2_600x450.jpg
4 chairs very classy and made of wood,"I have 4 wooden chairs that could be used in formal or kitchen dinning... they are very sturdy but one of them needs some work to be glued in some places.

The green covers were purchased and put on the original padding and can be taken off if you wish.

For faster response text 4O8-479-IIOO

If you see this ad, the chairs are still available.",$40,https://images.craigslist.org/00m0m_lgujSUe7yDL_0zi0t2_600x450.jpg
Desk,"Very sturdy table/desk; rectangular shape 47"" X 29 1/2""

call or text for faster response 4O8- 479- llOO

do NOT contact me with unsolicited services or offers",$100,https://images.craigslist.org/00F0F_9Sovh3sw6NDz_0lw0c6_600x450.jpg
Couch and loveseat,"Moving.... must sell

Can purchase separately...  

Couch $250, loveseat $200

Couch and loveseat  $350 together

From a pet free, smoke free home

for faster response text 4O8-479-IIOO",$200,https://images.craigslist.org/00R0R_7kxmd3NGwIC_0CI0t2_600x450.jpg
Pre-Owned Haworth Standing Tables Butcher Block- Only $275. with Wheel,"Hello

First up, we are now located at the Corner of East Hedding Street & North 9th Street.
Our newest showroom!

Truth be told we are office furniture dealers, & have been for loooooong time.

We've stayed in business by offering great deals like these.

You get a Pre-owned 3- Stage Base, height ranges from 22.5"" inches high, up to 47"" inches high, dual motor, very smooth-action, they even have casters installed on them 
Top Size & Color: 23.5"" inches in depth x 48"" inches wide
Butcher Block Style Tops 
Base Color: Grey/Silver
Quantities Available

We now also have a few Jarvis 2-Stage & 3-Stage Tables with the Bamboo Tops
Top Size is 30"" inches deep x 48"" inches wide
Base Color is White
Cost only $350. each

This is just the ""tip off the iceberg""...you got to come see us in San Jose, close to Japantown, where you'll find LOTS of seating as well.

907 North 9th Street
San Jose, Ca. 95112
We're there Monday thru Friday 9am-to-5pm

Ping me & we'll have you come to our showroom.. Thank you!",$275,https://images.craigslist.org/00d0d_s2QdwArOFf_0CI0t2_600x450.jpg
Free! Thick safavieh Pure Wool area rug. 9x12 ',9x12 wool rug from India made by Threshold. Was over $400 new. In generally good shape but could use a shampoo. On corner of hyde and vallejo.,,https://images.craigslist.org/00A0A_lQ6Lv2fjP5c_0t20CI_600x450.jpg
Gorgeous Silver Sofa Table with C-Shaped Design!,"Sofa Table- $499

A cool, silver finish elegantly accentuates its modern silhouette. This silver sofa table is sleek, compact size makes it perfect for smaller spaces. Textured silver accents play up the stunning style of its bold, c-shaped supports. Creatively crafted, this table makes a stylish statement that's sure to enhance your contemporary decor. 

Width: 47.25 Depth: 14.00 Height: 31.75

**Call or text nine two five, nine zero five, one nine eight five 

**Can deliver for $75-99 depending on the area",$499,https://images.craigslist.org/00t0t_qNnbQnFW0t_05X07g_600x450.jpg
2 vinyl strapes pool patio chaise loungers chairs,$100 for both. Works great. Straps in tack. Adjustable. Cushion not needed. Pickup in Palo Alto.,$100,https://images.craigslist.org/00c0c_fHhux7rAsdC_0t20CI_600x450.jpg
Persian Style Rug     5 feet X 7.5 feet,"Give your home some pazzaz with an addition of a Persian Style rug  

60"" X  90""  Measurement  

Just had it washed

from a CLEAN, PET FREE and SMOKE FREE Home

For faster response call or text      4O8-479-11OO",$160,https://images.craigslist.org/00J0J_f30qE2aXjA6z_0oT0t2_600x450.jpg
"Bar Stools / Chairs 33""","$35 Each or $100 for 3  in excellent condition

24” to the top of the seat and 33"" to the top of the metal backing

Get a warm and handsome look for your kitchen or dining area with these barstools

These armless swivel barstools offer style and function in one neat package. 

The chairs have covers protecting the seats and can be removed; the cushions are practically new underneath the covers.  color of cushions are beige

for faster response text 4O8-479-IIOO",$35,https://images.craigslist.org/00L0L_gSIo9AysbBl_0jm0et_600x450.jpg
Runner Iranian Bijar Persian Rug super tight weave,"Bijar rug runner hand knotted hand made super tight weave 2.9x10 feet . this runner has few minor damages .
I have 3 super fine Bijars that has some damages this one is about 2.9x10 another one about  size 4x6 and one  more about 4x6 feet . prices are $999 and $499 and $499 if you are willing to buy 3 of them I can give you a better price . These 3 bijars are super tight weave and very durable real Persian rugs. all 3 has some minor damages .  

Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet",$999,https://images.craigslist.org/00u0u_gD3DgPb7Mw9_0lM0t2_600x450.jpg
Persian rug Isfahan silk and wool new 7x5 feet,"Persian rug super tight weave Iranian hand knotted hand made signed Isfahan silk and wool carpet . New not used . silk foundation .7x5 feet


Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$5,990",https://images.craigslist.org/00C0C_8l5kCnJ1bSJ_0lM0t2_600x450.jpg
Hand Made Iranian Persian Picture rug silk and wool carpet,"Tabriz picture rug in excellent condition. Made in 1970s Iranian Hand knotted hand made silk and wool size is approximately 3x5 feet . super tight weave small knots . New . 

Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$5,850",https://images.craigslist.org/01515_j7Wvruv1ETy_0CI0pK_600x450.jpg
Naeen 8x11 Iranian new hand knotted persian carpet silk and wool rug,"Naeen Hand made hand knotted Iranian silk and wool Persian Naeen carpet 8x11 feet signed master Habibian design .


Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$4,500",https://images.craigslist.org/00P0P_2Y5dkqT3qV1_0lM0t2_600x450.jpg
Persian rug hand made Royal Family (Shah of Iran ),"Persian rug. hand made hand knotted . made in 1970s pre revolution Iranian silk and wool silk foundation carpet . New . super tight tight weave . 

Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$5,000",https://images.craigslist.org/00C0C_dVzUxq8eshc_0lM0t2_600x450.jpg
Hand Knotted Hand Made Iranian Persian Rug 100%Wool Carpet,"Kashkooli Persain rug hand made hand knotted 2x3 meter or 6x9 feet . New not used . I only have hand made carpets .

Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$3,498",https://images.craigslist.org/00J0J_kWa0TS2G8vL_0CI0pK_600x450.jpg
Bijar 10x13 Persian Rug,"Bijar handmade hand knotted Persian rug from Iran very tight weave in excellent condition like new . Hand made in 1970s pre revolution but never used. The carpet is 13x10 feet or 4x3 meter super tight weave 400 knots per square inch .100% fine wool . Bijar is the most durable hand made Persian carpets in the world . 

Please call or Text : 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.


4036 San Pablo Dam Road. El Sobrante. 94803. 

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$7,999",https://images.craigslist.org/00707_F2watyQudA_0lM0t2_600x450.jpg
Tabriz Iranian Silk and Wool Hand Knotted square Carpet,"Hand knotted and hand made 100% silk and wool Iranian Persian rug . 2x2 meter or 6.8x6.8 feet . 400kpsi .
Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$2,899",https://images.craigslist.org/00n0n_eF4dfXGuORC_0CI0pK_600x450.jpg
Very large hand made hand knotted Persian carpet 100% wool rug,"25feet by 15 feet ( approximately ) . 100% wool hank knotted hand made Iranian Mahal Persian rug .
It is preowned but in good condition .
Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$4,989",https://images.craigslist.org/00G0G_btnEasDQcKt_0CI0pK_600x450.jpg
Full set: Cal king bedroom set w/ Purple mattress,"Solid wood very sturdy and only 2-3yrs old set Cal-King platform bed set with items below:

1- Cal-king bed with head, foot and side boards and mattress slats
2- Cal-king purple mattress (can omit and will reduce total slightly)
3- 2 large gentleman’s chests used as side tables with plenty of storage (one knob broke during move, can knock off $50 for that)
4- Tall dresser
5- Short box spring

Paid close to $6K for everything less than 3 years ago… the dresser alone pretty much cost what I’m listing this entire set for… we are in-between moving, our loss your gain. Must pick up and needs to be gone by Monday Nov. 6th","$1,250",https://images.craigslist.org/00I0I_gSJ4xKKdXtX_0iS0cK_600x450.jpg
Horse Collar with Hames and Mirror,Early 1900s leather horse collar with hames and mirror,$200,https://images.craigslist.org/00W0W_4PwTmTMmtm0_0t20CI_600x450.jpg
Swivel Bar Stools (3),"Three bar stools in good condition.  Bar height, seat is 29"" high.  Brown microfiber padded upholstery.  Bar stools swivel.",$150,https://images.craigslist.org/00u0u_7ay0YUHnyz6_1320MM_600x450.jpg
Erogonomic Herman Millers,I have a total of 40 of these guys. In great shape. Owned only once. Delivery available for extra $50,$225,https://images.craigslist.org/01616_6i64U9MyJOm_0t20CI_600x450.jpg
"sit stand desks, ergonomic workstations","I have 300 of these set ups available. I also have file cabinet pedistools along with the accent walls and power supply strips.

I have 1000s of chairs and other items. 

Project starts Monday 

Delivery is available 

Call 510-520-20 one eight",$250,https://images.craigslist.org/00I0I_6Ef9SUvWGlP_0t20CI_600x450.jpg
herman miller Aaeron,I have about 30 available. Delivery is availabile. All in great shape. I also have some slightly more used ones for 250. Send me an email to set up a time to meet.,$299,https://images.craigslist.org/00V0V_8JxLRmg1FEc_0t20CI_600x450.jpg
Mid-century suitcase,"Mid-century suitcase, genuine cowhide leather
No rips or tears",$55,https://images.craigslist.org/00B0B_1L6pm2Oj4in_0hq0d4_600x450.jpg
Numerous Flor Carpet tiles available. Brand new!,Selling a variety of different Flor carpet tiles in a variety of style and colors. Mix and match! They are $5 each with a minimum of 10 per purchase. The number available of each style is written on the back. Create your own rug!,$5,https://images.craigslist.org/00r0r_hrDQkKc1fwez_0t20CI_600x450.jpg
Vintage suitcase,"Vintage suitcase, excellent condition inside and out.
Inside contains red fabric with pockets.
I have keys for the locks.",$35,https://images.craigslist.org/00P0P_fYql14bQpCE_0hq0d4_600x450.jpg
Kerman 10x16 Hand Knotted hand made 100%wool Persain rug,"Kerman Persian rug. Iranian super tight weave very large 10x16 Imperial Kerman 100% wool in great condition pre revolution carpet 1970s hand made .

Please call: 
.Please type in my phone number in Craig List Sf Bay area search to view my other rugs.
Please call or text:  


4036 San Pablo Dam Road. El Sobrante. 94803. Cell  
.

call or text  
 cell

Please Read:

1- The sold items are always removed from the ads, so if you see it listed, its available for your purchase.

2- You can rest assured that we stand by our fair pricing policy, our price is firm.

3- As a private sale, there would be no sales tax on your purchases.Cash Is King!

4- Our current inventory of over 200 handmade carpets have been crafted and created using quality wool and silk by the traditional skilled Persian Carpet weavers.

5- By clicking on “more ad by this user” you may view the photos and sizes of some selected pieces.

6- Please feel free to Text or Call us for more information or to arrange viewing them  
 cell) - Email contacts may take longer to respond to.


Have a Magic Carpet","$3,996",https://images.craigslist.org/00n0n_2nyufgcePK0_0CI0pK_600x450.jpg
Tall Composit Wood Shelf,"Has open,  drop-down storage, and cabinet. Good condition.",$50,https://images.craigslist.org/00909_bXJRJTWtdmr_0t20CI_600x450.jpg
Vintage Buddha Satsuma incense burner,"Vintage Buddha Satsuma incense burner
Moriage porcelain, hand painted, Nippon, Japan
5¼ "" tall, 3½ "" wide
Excellent condition, no chip or cracks",$45,https://images.craigslist.org/00P0P_aIrLwTbyr5Q_0t20CI_600x450.jpg
Queen Bed in Silver Velvet Fabric with 72” Tall Headboard!,"Queen Bed- $599 Mattress not included 

Choose to snooze in this exciting and elegant panel bed. A dramatically tall headboard with a modern wingback design takes the center stage of your bedroom. Entirely upholstered in luxurious velvet, this piece instantly becomes a focal point. This bed is adorned with deep button tufting for an extra level of glitz and glam. Sits on block style legs for support. Box spring is Needed!

~Call or text nine two five, nine zero five, one nine eight five

~Can deliver for $50-$75",$599,https://images.craigslist.org/00u0u_coqT6qmJmyO_0ew0cf_600x450.jpg
Floor Lamp,"Large architect floor lamp. Adjustable height. Minimal sign of use. Lamp shade diameter - 14"". Max Floor to lamp shade height ~ 60""

anglepoise giant lamp, moloch, pixar, architect light",$150,https://images.craigslist.org/00404_8rD3Pou0W41_0lM0t2_600x450.jpg
Linenspa California King memory foam mattress,"Great condition and only a year old.  Used a handful of times by guests.  May have a bit of light dirt from moving but zero human or animal stains, if you know what I mean.",$150,https://images.craigslist.org/00p0p_6YrrwyzSR8d_0hr0CI_600x450.jpg
RH French Oak and Marble Table and Chairs (Dining Set),"Excellent Condition 8 person dining set that I need to sell as it will not fit in my future place. Note that the dining chairs (including two end chairs) are in leather and have been kept protected and rarely used. A new RH Dining table is about $4K without any chairs. 

RH Dining Table: 17TH C. FRENCH BASTIDE OAK & MARBLE RECTANGULAR DINING TABLE
RH Dining Chairs: VINTAGE FRENCH CAMELBACK LEATHER DINING ARMCHAIR

See links to table and chairs but note the chairs are in leather, not cloth. (96"" table length)

https://rh.com/us/en/catalog/product/product.jsp?productId=prod6470199
https://rh.com/us/en/catalog/product/product.jsp?productId=prod18450119

https://rh.com/us/en/catalog/product/product.jsp?productId=prod18450119","$4,500",https://images.craigslist.org/00I0I_ks2R5DgFK4P_0t20CI_600x450.jpg
Console Table in Natural Brown Wood Finish!,"Table- $350

The uses are many for this console table. The angled tapered legs make it a stylish fit as a coffee table. The rich, natural brown wood finish means that integration into any space is practically seamless. The overall body style is a nod to iconic mid-century modern design. To find the perfect use, it has to come to your unique space. 

Width: 47 in Depth: 12 in Height: 30 in

~Call or text nine two five, nine zero five, one nine eight five

~Can deliver for $50-$75",$350,https://images.craigslist.org/00S0S_6biONiFxdKEz_09G06s_600x450.jpg
Mahogany vanity desk with bench and mirror,"48x21.5x36”
Bench is in good condition.
Mirror needs the back cardboard reattached

Mahogany Desk / vanity could be used as is or redo project

There’s a very intestine story behind this vanity set. This was part of a wedding bedroom furniture set prior to WWII. Owned by a Japanese family in San Francisco. The family was interred during the war, put all their furniture in the basement and rented out their home. 

This vanity was passed down through the generations.",$110,https://images.craigslist.org/01515_6dFX0cdy8Lc_0t20CI_600x450.jpg
